task_id,category,difficulty,condition,trial,correctness,completeness,quality,verification,latency_seconds,execution_cost_usd,judge_cost_usd,total_cost_usd,subtask_count,reassignments,reasoning
W7,writing,medium,naive,3,0,0,0,FAIL,0.01,0.0,0.0,0.0,1,0,Judge error: litellm.AuthenticationError: Missing Anthropic API Key - A call is being made to anthropic but no key is set either in the environment variables or via params. Please set `ANTHROPIC_API_KEY` in your environment vars
W7,writing,medium,delegato,1,0,0,0,FAIL,0.02,0.0,0.0,0.0,1,0,Judge error: litellm.AuthenticationError: Missing Anthropic API Key - A call is being made to anthropic but no key is set either in the environment variables or via params. Please set `ANTHROPIC_API_KEY` in your environment vars
W7,writing,medium,delegato,2,0,0,0,FAIL,0.02,0.0,0.0,0.0,1,0,Judge error: litellm.AuthenticationError: Missing Anthropic API Key - A call is being made to anthropic but no key is set either in the environment variables or via params. Please set `ANTHROPIC_API_KEY` in your environment vars
W7,writing,medium,delegato,3,0,0,0,FAIL,0.02,0.0,0.0,0.0,1,0,Judge error: litellm.AuthenticationError: Missing Anthropic API Key - A call is being made to anthropic but no key is set either in the environment variables or via params. Please set `ANTHROPIC_API_KEY` in your environment vars
W8,writing,hard,naive,1,0,0,0,FAIL,0.01,0.0,0.0,0.0,1,0,Judge error: litellm.AuthenticationError: Missing Anthropic API Key - A call is being made to anthropic but no key is set either in the environment variables or via params. Please set `ANTHROPIC_API_KEY` in your environment vars
W8,writing,hard,naive,2,0,0,0,FAIL,0.01,0.0,0.0,0.0,1,0,Judge error: litellm.AuthenticationError: Missing Anthropic API Key - A call is being made to anthropic but no key is set either in the environment variables or via params. Please set `ANTHROPIC_API_KEY` in your environment vars
W8,writing,hard,naive,3,0,0,0,FAIL,0.01,0.0,0.0,0.0,1,0,Judge error: litellm.AuthenticationError: Missing Anthropic API Key - A call is being made to anthropic but no key is set either in the environment variables or via params. Please set `ANTHROPIC_API_KEY` in your environment vars
W8,writing,hard,delegato,1,0,0,0,FAIL,0.03,0.0,0.0,0.0,1,0,Judge error: litellm.AuthenticationError: Missing Anthropic API Key - A call is being made to anthropic but no key is set either in the environment variables or via params. Please set `ANTHROPIC_API_KEY` in your environment vars
W8,writing,hard,delegato,2,0,0,0,FAIL,0.03,0.0,0.0,0.0,1,0,Judge error: litellm.AuthenticationError: Missing Anthropic API Key - A call is being made to anthropic but no key is set either in the environment variables or via params. Please set `ANTHROPIC_API_KEY` in your environment vars
W8,writing,hard,delegato,3,0,0,0,FAIL,0.03,0.0,0.0,0.0,1,0,Judge error: litellm.AuthenticationError: Missing Anthropic API Key - A call is being made to anthropic but no key is set either in the environment variables or via params. Please set `ANTHROPIC_API_KEY` in your environment vars
W9,writing,hard,naive,1,0,0,0,FAIL,0.01,0.0,0.0,0.0,1,0,Judge error: litellm.AuthenticationError: Missing Anthropic API Key - A call is being made to anthropic but no key is set either in the environment variables or via params. Please set `ANTHROPIC_API_KEY` in your environment vars
W9,writing,hard,naive,2,0,0,0,FAIL,0.01,0.0,0.0,0.0,1,0,Judge error: litellm.AuthenticationError: Missing Anthropic API Key - A call is being made to anthropic but no key is set either in the environment variables or via params. Please set `ANTHROPIC_API_KEY` in your environment vars
W9,writing,hard,naive,3,0,0,0,FAIL,0.01,0.0,0.0,0.0,1,0,Judge error: litellm.AuthenticationError: Missing Anthropic API Key - A call is being made to anthropic but no key is set either in the environment variables or via params. Please set `ANTHROPIC_API_KEY` in your environment vars
W9,writing,hard,delegato,1,0,0,0,FAIL,0.02,0.0,0.0,0.0,1,0,Judge error: litellm.AuthenticationError: Missing Anthropic API Key - A call is being made to anthropic but no key is set either in the environment variables or via params. Please set `ANTHROPIC_API_KEY` in your environment vars
W9,writing,hard,delegato,2,0,0,0,FAIL,0.02,0.0,0.0,0.0,1,0,Judge error: litellm.AuthenticationError: Missing Anthropic API Key - A call is being made to anthropic but no key is set either in the environment variables or via params. Please set `ANTHROPIC_API_KEY` in your environment vars
W9,writing,hard,delegato,3,0,0,0,FAIL,0.02,0.0,0.0,0.0,1,0,Judge error: litellm.AuthenticationError: Missing Anthropic API Key - A call is being made to anthropic but no key is set either in the environment variables or via params. Please set `ANTHROPIC_API_KEY` in your environment vars
W10,writing,hard,naive,1,0,0,0,FAIL,0.01,0.0,0.0,0.0,1,0,Judge error: litellm.AuthenticationError: Missing Anthropic API Key - A call is being made to anthropic but no key is set either in the environment variables or via params. Please set `ANTHROPIC_API_KEY` in your environment vars
W10,writing,hard,naive,2,0,0,0,FAIL,0.01,0.0,0.0,0.0,1,0,Judge error: litellm.AuthenticationError: Missing Anthropic API Key - A call is being made to anthropic but no key is set either in the environment variables or via params. Please set `ANTHROPIC_API_KEY` in your environment vars
W10,writing,hard,naive,3,0,0,0,FAIL,0.01,0.0,0.0,0.0,1,0,Judge error: litellm.AuthenticationError: Missing Anthropic API Key - A call is being made to anthropic but no key is set either in the environment variables or via params. Please set `ANTHROPIC_API_KEY` in your environment vars
W10,writing,hard,delegato,1,0,0,0,FAIL,0.03,0.0,0.0,0.0,1,0,Judge error: litellm.AuthenticationError: Missing Anthropic API Key - A call is being made to anthropic but no key is set either in the environment variables or via params. Please set `ANTHROPIC_API_KEY` in your environment vars
W10,writing,hard,delegato,2,0,0,0,FAIL,0.03,0.0,0.0,0.0,1,0,Judge error: litellm.AuthenticationError: Missing Anthropic API Key - A call is being made to anthropic but no key is set either in the environment variables or via params. Please set `ANTHROPIC_API_KEY` in your environment vars
W10,writing,hard,delegato,3,0,0,0,FAIL,0.03,0.0,0.0,0.0,1,0,Judge error: litellm.AuthenticationError: Missing Anthropic API Key - A call is being made to anthropic but no key is set either in the environment variables or via params. Please set `ANTHROPIC_API_KEY` in your environment vars
